"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","15N","34S"
"3040","611.268678","611.268335317","611.268032974","9813811","-9999","285512.4","57.49","-1","0.49461584","0.968615907","0.917894537","0.948327359","18","0.138888889","1.138888889","N2 P1 O5","de-protonated","0","-9999","C36 H41 O5 N2 P1","36","41","5","2","1","-9999","-9999","-9999","-9999"
"3040","611.268678","611.268335317","611.267761648","9813811","-9999","285512.4","57.49","-1","0.938490539","0.565934179","0.934716843","0.713447245","4","0.384615385","1.846153846","N2 S2 O10","de-protonated","0","-9999","C26 H48 O10 N2 S2","26","48","10","2","-9999","2","-9999","-9999","-9999"
"3041","611.281896","611.281553304","611.281300256","1459264.5","-9999","263412.1","7.17","-1","0.41396274","0.484692232","0.748902347","0.590376278","8","0.258064516","1.580645161","S1 P1 O8","de-protonated","0","-9999","C31 H49 O8 P1 S1","31","49","8","-9999","1","1","-9999","-9999","-9999"
"3041","611.281896","611.281553304","611.282148409","1459264.5","-9999","263412.1","7.17","-1","-0.973536507","0.842002559","0","0.505201535","9","0.413793103","1.517241379","N2 O12","de-protonated","0","-9999","C29 H44 O12 N2","29","44","12","2","-9999","-9999","-9999","-9999","-9999"
"3041","611.281896","611.281553304","611.281635345","1459264.5","-9999","263412.1","7.17","-1","-0.134211848","0.498368466","0.68763467","0.574074948","27","0.023809524","0.857142857","N4 O1","de-protonated","0","-9999","C42 H36 O1 N4","42","36","1","4","-9999","-9999","-9999","-9999","-9999"
"3041","611.281896","611.281553304","611.281496961","1459264.5","-9999","263412.1","7.17","-1","0.092172252","0.99845965","0","0.59907579","0","0.666666667","2.285714286","N4 S1 O14","de-protonated","0","-9999","C21 H48 O14 N4 S1","21","48","14","4","-9999","1","-9999","-9999","-9999"
"3042","611.305043","611.304700281","611.304798606","14006104","-9999","287266.4","82.74","-1","-0.160844478","0.494492434","0.911924496","0.661465259","12","0.2","1.371428571","S1 O7","de-protonated","0","-9999","C35 H48 O7 S1","35","48","7","-9999","-9999","1","-9999","-9999","-9999"
"3042","611.305043","611.304700281","611.304418484","14006104","-9999","287266.4","82.74","-1","0.460977396","0.972868522","0.950783781","0.964034626","17","0.108108108","1.216216216","N2 P1 O4","de-protonated","0","-9999","C37 H45 O4 N2 P1","37","45","4","2","1","-9999","-9999","-9999","-9999"
"3042","611.305043","611.304700281","611.304147157","14006104","-9999","287266.4","82.74","-1","0.90482566","0.690863216","0.92769311","0.785595173","3","0.333333333","1.925925926","N2 S2 O9","de-protonated","0","-9999","C27 H52 O9 N2 S2","27","52","9","2","-9999","2","-9999","-9999","-9999"
"3043","611.341458","611.341115245","611.341184115","12093309","-9999","289569.2","71.22","-1","-0.112654578","0.496546508","0.921449441","0.666507681","11","0.166666667","1.444444444","S1 O6","de-protonated","0","-9999","C36 H52 O6 S1","36","52","6","-9999","-9999","1","-9999","-9999","-9999"
"3043","611.341458","611.341115245","611.340803993","12093309","-9999","289569.2","71.22","-1","0.509130316","0.643254843","0.929290464","0.757669091","16","0.078947368","1.289473684","N2 P1 O3","de-protonated","0","-9999","C38 H49 O3 N2 P1","38","49","3","2","1","-9999","-9999","-9999","-9999"
"3043","611.341458","611.341115245","611.340532667","12093309","-9999","289569.2","71.22","-1","0.952952185","0.433881775","0.906928205","0.623100347","2","0.285714286","2","N2 S2 O8","de-protonated","0","-9999","C28 H56 O8 N2 S2","28","56","8","2","-9999","2","-9999","-9999","-9999"
"3044","611.377754","611.377411209","611.377569625","6397857","-9999","282054.9","36.92","-1","-0.259112626","0.661290473","0.926932259","0.767547188","10","0.135135135","1.513513514","S1 O5","de-protonated","0","-9999","C37 H56 O5 S1","37","56","5","-9999","-9999","1","-9999","-9999","-9999"
"3044","611.377754","611.377411209","611.377189502","6397857","-9999","282054.9","36.92","-1","0.362635172","0.645615887","0.913295874","0.752687882","15","0.051282051","1.358974359","N2 P1 O2","de-protonated","0","-9999","C39 H53 O2 N2 P1","39","53","2","2","1","-9999","-9999","-9999","-9999"
"3044","611.377754","611.377411209","611.376918176","6397857","-9999","282054.9","36.92","-1","0.806430563","0.582604858","0.936226497","0.724053514","1","0.24137931","2.068965517","N2 S2 O7","de-protonated","0","-9999","C29 H60 O7 N2 S2","29","60","7","2","-9999","2","-9999","-9999","-9999"
"3045","611.414134","611.413791173","611.413955134","2216902","-9999","310617.2","11.74","-1","-0.268166917","0.493518077","0.70871839","0.579598202","9","0.105263158","1.578947368","S1 O4","de-protonated","0","-9999","C38 H60 O4 S1","38","60","4","-9999","-9999","1","-9999","-9999","-9999"
"3045","611.414134","611.413791173","611.413575012","2216902","-9999","310617.2","11.74","-1","0.353543875","0.488787695","0.698017357","0.57247956","14","0.025","1.425","N2 P1 O1","de-protonated","0","-9999","C40 H57 O1 N2 P1","40","57","1","2","1","-9999","-9999","-9999","-9999"
"3045","611.414134","611.413791173","611.413303685","2216902","-9999","310617.2","11.74","-1","0.797312852","0.445527849","0.755017935","0.569323883","0","0.2","2.133333333","N2 S2 O6","de-protonated","0","-9999","C30 H64 O6 N2 S2","30","64","6","2","-9999","2","-9999","-9999","-9999"
"3046","612.146478","612.146134449","612.146130391","2024619.6","-9999","309050.7","10.57","-1","0.00662886","0.499996013","0.692787115","0.577112454","29","0.024390244","0.658536585","N1 S2 O1","de-protonated","0","-9999","C41 H27 O1 N1 S2","41","27","1","1","-9999","2","-9999","-9999","-9999"
"3046","612.146478","612.146134449","612.146263332","2024619.6","-9999","309050.7","10.57","-1","-0.210544288","0.495994421","0.755017935","0.599603826","16","0.3","1.066666667","N1 S1 P1 O9","de-protonated","0","-9999","C30 H32 O9 N1 P1 S1","30","32","9","1","1","1","-9999","-9999","-9999"
"3046","612.146478","612.146134449","612.145611884","2024619.6","-9999","309050.7","10.57","-1","0.853660911","0.876140895","0","0.525684537","7","0.5","1.636363636","N3 S2 P1 O11","de-protonated","0","-9999","C22 H36 O11 N3 P1 S2","22","36","11","3","1","2","-9999","-9999","-9999"
"3047","612.16392","612.163576431","612.163888455","1488573.4","-9999","308092.1","7.35","-1","-0.509706916","0.476976643","0.692787115","0.563300832","29","0.073170732","0.658536585","N1 S1 O3","de-protonated","0","-9999","C41 H27 O3 N1 S1","41","27","3","1","-9999","1","-9999","-9999","-9999"
"3047","612.16392","612.163576431","612.164021397","1488573.4","-9999","308092.1","7.35","-1","-0.726873652","0.908584339","0","0.545150604","16","0.366666667","1.066666667","N1 P1 O11","de-protonated","0","-9999","C30 H32 O11 N1 P1","30","32","11","1","1","-9999","-9999","-9999","-9999"
"3047","612.16392","612.163576431","612.163750071","1488573.4","-9999","308092.1","7.35","-1","-0.283649167","0.985507256","0","0.591304354","2","0.8","1.95","N1 S2 O16","de-protonated","0","-9999","C20 H39 O16 N1 S2","20","39","16","1","-9999","2","-9999","-9999","-9999"
"3047","612.16392","612.163576431","612.163237007","1488573.4","-9999","308092.1","7.35","-1","0.554467324","0.472871935","0.736963647","0.57850862","20","0.151515152","0.939393939","N3 S2 O5","de-protonated","0","-9999","C33 H31 O5 N3 S2","33","31","5","3","-9999","2","-9999","-9999","-9999"
"3047","612.16392","612.163576431","612.163369948","1488573.4","-9999","308092.1","7.35","-1","0.337300126","0.979567955","0","0.587740773","7","0.590909091","1.636363636","N3 S1 P1 O13","de-protonated","0","-9999","C22 H36 O13 N3 P1 S1","22","36","13","3","1","1","-9999","-9999","-9999"
"3048","612.227489","612.227145368","612.227140214","2578174","-9999","247155.1","13.91","-1","0.008419051","0.999987139","0.728255966","0.89129467","14","0.212121212","1.242424242","13C1 S1 P1 O7","de-protonated","1","3038","C32 H41 O7 P1 S1 13C1","32","41","7","-9999","1","1","1","-9999","-9999"
"3048","612.227489","612.227145368","612.22727656","2578174","-9999","247155.1","13.91","-1","-0.214285207","0.495851413","0.742885034","0.594664861","14","0.28125","1.21875","N1 S1 O9","de-protonated","0","-9999","C32 H39 O9 N1 S1","32","39","9","1","-9999","1","-9999","-9999","-9999"
"3048","612.227489","612.227145368","612.227409501","2578174","-9999","247155.1","13.91","-1","-0.431429522","0.483395324","0.81490939","0.61600095","1","0.80952381","2.095238095","N1 P1 O17","de-protonated","0","-9999","C21 H44 O17 N1 P1","21","44","17","1","1","-9999","-9999","-9999","-9999"
"3048","612.227489","612.227145368","612.226896437","2578174","-9999","247155.1","13.91","-1","0.406599698","0.485223884","0.73113591","0.583588694","19","0.176470588","1.058823529","N3 P1 O6","de-protonated","0","-9999","C34 H36 O6 N3 P1","34","36","6","3","1","-9999","-9999","-9999","-9999"
"3048","612.227489","612.227145368","612.226625111","2578174","-9999","247155.1","13.91","-1","0.849779167","0.438596358","0.793917021","0.580724623","5","0.458333333","1.791666667","N3 S2 O11","de-protonated","0","-9999","C24 H43 O11 N3 S2","24","43","11","3","-9999","2","-9999","-9999","-9999"
"3049","612.240711","612.240367355","612.240030777","2642187.3","-9999","247609.2","14.29","-1","0.549748157","0.473319258","0.698017357","0.563198498","22","0.025","0.975","N1 S2 O1","de-protonated","0","-9999","C40 H39 O1 N1 S2","40","39","1","1","-9999","2","-9999","-9999","-9999"
"3049","612.240711","612.240367355","612.240163719","2642187.3","-9999","247609.2","14.29","-1","0.3326082","0.490063392","0.761234226","0.598531726","9","0.310344828","1.517241379","N1 S1 P1 O9","de-protonated","0","-9999","C29 H44 O9 N1 P1 S1","29","44","9","1","1","1","-9999","-9999","-9999"
"3050","612.263709","612.263365333","612.263662069","3868450.5","-9999","281109.1","21.68","-1","-0.484654661","0.47913749","0.736963647","0.582267953","13","0.242424242","1.303030303","N1 S1 O8","de-protonated","0","-9999","C33 H43 O8 N1 S1","33","43","8","1","-9999","1","-9999","-9999","-9999"
"3050","612.263709","612.263365333","612.263795011","3868450.5","-9999","281109.1","21.68","-1","-0.701786013","0.457256255","0.807789663","0.597469618","0","0.727272727","2.181818182","N1 P1 O16","de-protonated","0","-9999","C22 H48 O16 N1 P1","22","48","16","1","1","-9999","-9999","-9999","-9999"
"3050","612.263709","612.263365333","612.263281946","3868450.5","-9999","281109.1","21.68","-1","0.136193179","0.498320021","0.725399619","0.58915186","18","0.142857143","1.142857143","N3 P1 O5","de-protonated","0","-9999","C35 H40 O5 N3 P1","35","40","5","3","1","-9999","-9999","-9999","-9999"
"3050","612.263709","612.263365333","612.26301062","3868450.5","-9999","281109.1","21.68","-1","0.57934619","0.470457816","0.787157861","0.597137834","4","0.4","1.88","N3 S2 O10","de-protonated","0","-9999","C25 H47 O10 N3 S2","25","47","10","3","-9999","2","-9999","-9999","-9999"
"3051","612.272049","612.271705324","612.271767932","3327787.3","-9999","286440.3","18.42","-1","-0.102254527","0.966329397","0.913307124","0.945120488","13","0.235294118","1.294117647","13C1 S1 O8","de-protonated","1","3040","C33 H44 O8 S1 13C1","33","44","8","-9999","-9999","1","1","-9999","-9999"
"3051","612.272049","612.271705324","612.271900874","3327787.3","-9999","286440.3","18.42","-1","-0.319383087","0.981661461","0.945981273","0.967389386","0","0.695652174","2.130434783","13C1 P1 O16","de-protonated","1","3040","C22 H49 O16 P1 13C1","22","49","16","-9999","1","-9999","1","-9999","-9999"
"3051","612.272049","612.271705324","612.272037219","3327787.3","-9999","286440.3","18.42","-1","-0.542070991","0.474039685","0.807789663","0.607539676","0","0.818181818","2.136363636","N1 O18","de-protonated","0","-9999","C22 H47 O18 N1","22","47","18","1","-9999","-9999","-9999","-9999","-9999"
"3051","612.272049","612.271705324","612.271387809","3327787.3","-9999","286440.3","18.42","-1","0.51858533","0.967213894","0.917894537","0.947486151","18","0.138888889","1.138888889","13C1 N2 P1 O5","de-protonated","1","3040","C35 H41 O5 N2 P1 13C1","35","41","5","2","1","-9999","1","-9999","-9999"
"3051","612.272049","612.271705324","612.271116483","3327787.3","-9999","286440.3","18.42","-1","0.961732645","0.563666574","0.934716843","0.712086682","4","0.384615385","1.846153846","13C1 N2 S2 O10","de-protonated","1","3040","C25 H48 O10 N2 S2 13C1","25","48","10","2","-9999","2","1","-9999","-9999"
"3051","612.272049","612.271705324","612.271524155","3327787.3","-9999","286440.3","18.42","-1","0.295897054","0.980923585","0.898411023","0.947918561","18","0.2","1.114285714","N3 O7","de-protonated","0","-9999","C35 H39 O7 N3","35","39","7","3","-9999","-9999","-9999","-9999","-9999"
"3052","612.276859","612.27651532","612.276549229","1841456.1","-9999","254480.3","9.47","-1","-0.055381869","0.499721812","0.755017935","0.601840261","8","0.266666667","1.6","N1 S1 P1 O8","de-protonated","0","-9999","C30 H48 O8 N1 P1 S1","30","48","8","1","1","1","-9999","-9999","-9999"
"3053","612.300229","612.299885296","612.300047578","4161351.8","-9999","287214","23.44","-1","-0.265036601","0.493667565","0.73113591","0.588654903","12","0.205882353","1.382352941","N1 S1 O7","de-protonated","0","-9999","C34 H47 O7 N1 S1","34","47","7","1","-9999","1","-9999","-9999","-9999"
"3053","612.300229","612.299885296","612.299667456","4161351.8","-9999","287214","23.44","-1","0.355774481","0.488647389","0.719752637","0.581089488","17","0.111111111","1.222222222","N3 P1 O4","de-protonated","0","-9999","C36 H44 O4 N3 P1","36","44","4","3","1","-9999","-9999","-9999","-9999"
"3053","612.300229","612.299885296","612.29939613","4161351.8","-9999","287214","23.44","-1","0.798901256","0.44532293","0.780512821","0.579398886","3","0.346153846","1.961538462","N3 S2 O9","de-protonated","0","-9999","C26 H51 O9 N3 S2","26","51","9","3","-9999","2","-9999","-9999","-9999"
"3054","612.308307","612.307963288","612.308153441","4473680","-9999","267434.1","25.32","-1","-0.3105508","0.491326492","0.911924496","0.659565694","12","0.2","1.371428571","13C1 S1 O7","de-protonated","1","3042","C34 H48 O7 S1 13C1","34","48","7","-9999","-9999","1","1","-9999","-9999"
"3054","612.308307","612.307963288","612.307773319","4473680","-9999","267434.1","25.32","-1","0.310252036","0.979705202","0.950783781","0.968136634","17","0.108108108","1.216216216","13C1 N2 P1 O4","de-protonated","1","3042","C36 H45 O4 N2 P1 13C1","36","45","4","2","1","-9999","1","-9999","-9999"
"3054","612.308307","612.307963288","612.307501992","4473680","-9999","267434.1","25.32","-1","0.753372924","0.700909932","0.92769311","0.791623203","3","0.333333333","1.925925926","13C1 N2 S2 O9","de-protonated","1","3042","C26 H52 O9 N2 S2 13C1","26","52","9","2","-9999","2","1","-9999","-9999"
"3054","612.308307","612.307963288","612.307909664","4473680","-9999","267434.1","25.32","-1","0.087577038","0.967150859","0.996873936","0.97904009","17","0.166666667","1.194444444","N3 O6","de-protonated","0","-9999","C36 H43 O6 N3","36","43","6","3","-9999","-9999","-9999","-9999","-9999"
"3055","612.336405","612.336061261","612.336433088","2626924.5","-9999","251549.7","14.2","-1","-0.607226762","0.467642236","0.725399619","0.570745189","11","0.171428571","1.457142857","N1 S1 O6","de-protonated","0","-9999","C35 H51 O6 N1 S1","35","51","6","1","-9999","1","-9999","-9999","-9999"
"3055","612.336405","612.336061261","612.336052965","2626924.5","-9999","251549.7","14.2","-1","0.013547219","0.49998335","0.714192896","0.585667168","16","0.081081081","1.297297297","N3 P1 O3","de-protonated","0","-9999","C37 H48 O3 N3 P1","37","48","3","3","1","-9999","-9999","-9999","-9999"
"3055","612.336405","612.336061261","612.335781639","2626924.5","-9999","251549.7","14.2","-1","0.456647511","0.481434966","0.773979033","0.598452593","2","0.296296296","2.037037037","N3 S2 O8","de-protonated","0","-9999","C27 H55 O8 N3 S2","27","55","8","3","-9999","2","-9999","-9999","-9999"
"3056","612.344728","612.344384252","612.344538951","4240245","-9999","264569.4","23.92","-1","-0.25263257","0.494243079","0.921449441","0.665125624","11","0.166666667","1.444444444","13C1 S1 O6","de-protonated","1","3043","C35 H52 O6 S1 13C1","35","52","6","-9999","-9999","1","1","-9999","-9999"
"3056","612.344728","612.344384252","612.344158828","4240245","-9999","264569.4","23.92","-1","0.368133413","0.650473035","0.929290464","0.762000006","16","0.078947368","1.289473684","13C1 N2 P1 O3","de-protonated","1","3043","C37 H49 O3 N2 P1 13C1","37","49","3","2","1","-9999","1","-9999","-9999"
"3056","612.344728","612.344384252","612.343887502","4240245","-9999","264569.4","23.92","-1","0.811227997","0.44372206","0.906928205","0.629004518","2","0.285714286","2","13C1 N2 S2 O8","de-protonated","1","3043","C27 H56 O8 N2 S2 13C1","27","56","8","2","-9999","2","1","-9999","-9999"
"3056","612.344728","612.344384252","612.344295174","4240245","-9999","264569.4","23.92","-1","0.145471634","0.498083773","0.714192896","0.584527422","16","0.135135135","1.27027027","N3 O5","de-protonated","0","-9999","C37 H47 O5 N3","37","47","5","3","-9999","-9999","-9999","-9999","-9999"
