Calibrated m/z,Molecular Formula,MolForm,molecular_formula_clean,molform_clean,exact_match,whitespace_normalized_match
507.112529062,C17H33O11P1S2,C17H33O11S2P,C17H33O11P1S2,C17H33O11S2P,FALSE,FALSE
519.141623296,C17H33O12N2P1S1,C17H33O12N2SP,C17H33O12N2P1S1,C17H33O12N2SP,FALSE,FALSE
515.176150337,C17H33O12N4P1,C17H33O12N4P,C17H33O12N4P1,C17H33O12N4P,FALSE,FALSE
459.163930547,C17H33O12P1,C17H33O12P,C17H33O12P1,C17H33O12P,FALSE,FALSE
523.107495053,C17H33O12P1S2,C17H33O12S2P,C17H33O12P1S2,C17H33O12S2P,FALSE,FALSE
503.164768412,C17H33O13N2P1,C17H33O13N2P,C17H33O13N2P1,C17H33O13N2P,FALSE,FALSE
531.170641626,C17H33O13N4P1,C17H33O13N4P,C17H33O13N4P1,C17H33O13N4P,FALSE,FALSE
475.158237732,C17H33O13P1,C17H33O13P,C17H33O13P1,C17H33O13P,FALSE,FALSE
519.160133308,C17H33O14N2P1,C17H33O14N2P,C17H33O14N2P1,C17H33O14N2P,FALSE,FALSE
551.131668586,C17H33O14N2P1S1,C17H33O14N2SP,C17H33O14N2P1S1,C17H33O14N2SP,FALSE,FALSE
491.153568376,C17H33O14P1,C17H33O14P,C17H33O14P1,C17H33O14P,FALSE,FALSE
523.125932953,C17H33O14P1S1,C17H33O14SP,C17H33O14P1S1,C17H33O14SP,FALSE,FALSE
555.097762527,C17H33O14P1S2,C17H33O14S2P,C17H33O14P1S2,C17H33O14S2P,FALSE,FALSE
535.154385806,C17H33O15N2P1,C17H33O15N2P,C17H33O15N2P1,C17H33O15N2P,FALSE,FALSE
507.148460782,C17H33O15P1,C17H33O15P,C17H33O15P1,C17H33O15P,FALSE,FALSE
551.149248622,C17H33O16N2P1,C17H33O16N2P,C17H33O16N2P1,C17H33O16N2P,FALSE,FALSE
555.115623052,C17H33O16P1S1,C17H33O16SP,C17H33O16P1S1,C17H33O16SP,FALSE,FALSE
359.210782207,C17H33O4N2P1,C17H33O4N2P,C17H33O4N2P1,C17H33O4N2P,FALSE,FALSE
391.18290866,C17H33O4N2P1S1,C17H33O4N2SP,C17H33O4N2P1S1,C17H33O4N2SP,FALSE,FALSE
331.204620851,C17H33O4P1,C17H33O4P,C17H33O4P1,C17H33O4P,FALSE,FALSE
363.176137927,C17H33O4P1S1,C17H33O4SP,C17H33O4P1S1,C17H33O4SP,FALSE,FALSE
395.148282442,C17H33O4P1S2,C17H33O4S2P,C17H33O4P1S2,C17H33O4S2P,FALSE,FALSE
375.20570629,C17H33O5N2P1,C17H33O5N2P,C17H33O5N2P1,C17H33O5N2P,FALSE,FALSE
347.199534057,C17H33O5P1,C17H33O5P,C17H33O5P1,C17H33O5P,FALSE,FALSE
379.171143188,C17H33O5P1S1,C17H33O5SP,C17H33O5P1S1,C17H33O5SP,FALSE,FALSE
411.143354703,C17H33O5P1S2,C17H33O5S2P,C17H33O5P1S2,C17H33O5S2P,FALSE,FALSE
391.200298733,C17H33O6N2P1,C17H33O6N2P,C17H33O6N2P1,C17H33O6N2P,FALSE,FALSE
423.172237922,C17H33O6N2P1S1,C17H33O6N2SP,C17H33O6N2P1S1,C17H33O6N2SP,FALSE,FALSE
419.206784188,C17H33O6N4P1,C17H33O6N4P,C17H33O6N4P1,C17H33O6N4P,FALSE,FALSE
363.194430262,C17H33O6P1,C17H33O6P,C17H33O6P1,C17H33O6P,FALSE,FALSE
395.166033448,C17H33O6P1S1,C17H33O6SP,C17H33O6P1S1,C17H33O6SP,FALSE,FALSE
427.138191963,C17H33O6P1S2,C17H33O6S2P,C17H33O6P1S2,C17H33O6S2P,FALSE,FALSE
435.201486736,C17H33O7N4P1,C17H33O7N4P,C17H33O7N4P1,C17H33O7N4P,FALSE,FALSE
379.189377467,C17H33O7P1,C17H33O7P,C17H33O7P1,C17H33O7P,FALSE,FALSE
411.160957708,C17H33O7P1S1,C17H33O7SP,C17H33O7P1S1,C17H33O7SP,FALSE,FALSE
443.133107706,C17H33O7P1S2,C17H33O7S2P,C17H33O7P1S2,C17H33O7S2P,FALSE,FALSE
423.190592195,C17H33O8N2P1,C17H33O8N2P,C17H33O8N2P1,C17H33O8N2P,FALSE,FALSE
451.196309742,C17H33O8N4P1,C17H33O8N4P,C17H33O8N4P1,C17H33O8N4P,FALSE,FALSE
395.184137673,C17H33O8P1,C17H33O8P,C17H33O8P1,C17H33O8P,FALSE,FALSE
427.156008969,C17H33O8P1S1,C17H33O8SP,C17H33O8P1S1,C17H33O8SP,FALSE,FALSE
459.128153079,C17H33O8P1S2,C17H33O8S2P,C17H33O8P1S2,C17H33O8S2P,FALSE,FALSE
467.191130368,C17H33O9N4P1,C17H33O9N4P,C17H33O9N4P1,C17H33O9N4P,FALSE,FALSE
411.179164864,C17H33O9P1,C17H33O9P,C17H33O9P1,C17H33O9P,FALSE,FALSE
443.150635087,C17H33O9P1S1,C17H33O9SP,C17H33O9P1S1,C17H33O9SP,FALSE,FALSE
475.122922589,C17H33O9P1S2,C17H33O9S2P,C17H33O9P1S2,C17H33O9S2P,FALSE,FALSE
470.191275247,C17H34O10N3P1,C17H34O10N3P,C17H34O10N3P1,C17H34O10N3P,FALSE,FALSE
490.152011108,C17H34O11N1P1S1,C17H34O11NSP,C17H34O11N1P1S1,C17H34O11NSP,FALSE,FALSE
522.124013664,C17H34O11N1P1S2,C17H34O11NS2P,C17H34O11N1P1S2,C17H34O11NS2P,FALSE,FALSE
474.17464674,C17H34O12N1P1,C17H34O12NP,C17H34O12N1P1,C17H34O12NP,FALSE,FALSE
518.175278303,C17H34O13N3P1,C17H34O13N3P,C17H34O13N3P1,C17H34O13N3P,FALSE,FALSE
570.109088568,C17H34O14N1P1S2,C17H34O14NS2P,C17H34O14N1P1S2,C17H34O14NS2P,FALSE,FALSE
534.171016825,C17H34O14N3P1,C17H34O14N3P,C17H34O14N3P1,C17H34O14N3P,FALSE,FALSE
522.159351762,C17H34O15N1P1,C17H34O15NP,C17H34O15N1P1,C17H34O15NP,FALSE,FALSE
550.165846365,C17H34O15N3P1,C17H34O15N3P,C17H34O15N3P1,C17H34O15N3P,FALSE,FALSE
566.160918735,C17H34O16N3P1,C17H34O16N3P,C17H34O16N3P1,C17H34O16N3P,FALSE,FALSE
346.21551229,C17H34O4N1P1,C17H34O4NP,C17H34O4N1P1,C17H34O4NP,FALSE,FALSE
378.187141004,C17H34O4N1P1S1,C17H34O4NSP,C17H34O4N1P1S1,C17H34O4NSP,FALSE,FALSE
410.159600617,C17H34O4N1P1S2,C17H34O4NS2P,C17H34O4N1P1S2,C17H34O4NS2P,FALSE,FALSE
374.221537182,C17H34O4N3P1,C17H34O4N3P,C17H34O4N3P1,C17H34O4N3P,FALSE,FALSE
362.210374496,C17H34O5N1P1,C17H34O5NP,C17H34O5N1P1,C17H34O5NP,FALSE,FALSE
390.216649295,C17H34O5N3P1,C17H34O5N3P,C17H34O5N3P1,C17H34O5N3P,FALSE,FALSE
378.205345701,C17H34O6N1P1,C17H34O6NP,C17H34O6N1P1,C17H34O6NP,FALSE,FALSE
410.177520171,C17H34O6N1P1S1,C17H34O6NSP,C17H34O6N1P1S1,C17H34O6NSP,FALSE,FALSE
394.200192906,C17H34O7N1P1,C17H34O7NP,C17H34O7N1P1,C17H34O7NP,FALSE,FALSE
454.195775691,C17H34O9N3P1,C17H34O9N3P,C17H34O9N3P1,C17H34O9N3P,FALSE,FALSE
457.19585956,C17H35O10N2P1,C17H35O10N2P,C17H35O10N2P1,C17H35O10N2P,FALSE,FALSE
485.202088344,C17H35O10N4P1,C17H35O10N4P,C17H35O10N4P1,C17H35O10N4P,FALSE,FALSE
429.189876808,C17H35O10P1,C17H35O10P,C17H35O10P1,C17H35O10P,FALSE,FALSE
461.161390263,C17H35O10P1S1,C17H35O10SP,C17H35O10P1S1,C17H35O10SP,FALSE,FALSE
493.133433016,C17H35O10P1S2,C17H35O10S2P,C17H35O10P1S2,C17H35O10S2P,FALSE,FALSE
473.190247167,C17H35O11N2P1,C17H35O11N2P,C17H35O11N2P1,C17H35O11N2P,FALSE,FALSE
501.19707365,C17H35O11N4P1,C17H35O11N4P,C17H35O11N4P1,C17H35O11N4P,FALSE,FALSE
445.184693417,C17H35O11P1,C17H35O11P,C17H35O11P1,C17H35O11P,FALSE,FALSE
509.128728417,C17H35O11P1S2,C17H35O11S2P,C17H35O11P1S2,C17H35O11S2P,FALSE,FALSE
521.157461089,C17H35O12N2P1S1,C17H35O12N2SP,C17H35O12N2P1S1,C17H35O12N2SP,FALSE,FALSE
517.191765143,C17H35O12N4P1,C17H35O12N4P,C17H35O12N4P1,C17H35O12N4P,FALSE,FALSE
461.179486732,C17H35O12P1,C17H35O12P,C17H35O12P1,C17H35O12P,FALSE,FALSE
493.151264786,C17H35O12P1S1,C17H35O12SP,C17H35O12P1S1,C17H35O12SP,FALSE,FALSE
505.180354163,C17H35O13N2P1,C17H35O13N2P,C17H35O13N2P1,C17H35O13N2P,FALSE,FALSE
537.152533905,C17H35O13N2P1S1,C17H35O13N2SP,C17H35O13N2P1S1,C17H35O13N2SP,FALSE,FALSE
477.17417909,C17H35O13P1,C17H35O13P,C17H35O13P1,C17H35O13P,FALSE,FALSE
509.145985391,C17H35O13P1S1,C17H35O13SP,C17H35O13P1S1,C17H35O13SP,FALSE,FALSE
521.174958125,C17H35O14N2P1,C17H35O14N2P,C17H35O14N2P1,C17H35O14N2P,FALSE,FALSE
553.147455722,C17H35O14N2P1S1,C17H35O14N2SP,C17H35O14N2P1S1,C17H35O14N2SP,FALSE,FALSE
525.140739194,C17H35O14P1S1,C17H35O14SP,C17H35O14P1S1,C17H35O14SP,FALSE,FALSE
541.135913455,C17H35O15P1S1,C17H35O15SP,C17H35O15P1S1,C17H35O15SP,FALSE,FALSE
573.108100297,C17H35O15P1S2,C17H35O15S2P,C17H35O15P1S2,C17H35O15S2P,FALSE,FALSE
585.136958719,C17H35O16N2P1S1,C17H35O16N2SP,C17H35O16N2P1S1,C17H35O16N2SP,FALSE,FALSE
581.170864826,C17H35O16N4P1,C17H35O16N4P,C17H35O16N4P1,C17H35O16N4P,FALSE,FALSE
557.131054715,C17H35O16P1S1,C17H35O16SP,C17H35O16P1S1,C17H35O16SP,FALSE,FALSE
361.225835356,C17H35O4N2P1,C17H35O4N2P,C17H35O4N2P1,C17H35O4N2P,FALSE,FALSE
393.198344608,C17H35O4N2P1S1,C17H35O4N2SP,C17H35O4N2P1S1,C17H35O4N2SP,FALSE,FALSE
333.220255373,C17H35O4P1,C17H35O4P,C17H35O4P1,C17H35O4P,FALSE,FALSE
365.19183559,C17H35O4P1S1,C17H35O4SP,C17H35O4P1S1,C17H35O4SP,FALSE,FALSE
397.163975105,C17H35O4P1S2,C17H35O4S2P,C17H35O4P1S2,C17H35O4S2P,FALSE,FALSE
377.221271934,C17H35O5N2P1,C17H35O5N2P,C17H35O5N2P1,C17H35O5N2P,FALSE,FALSE
349.215178579,C17H35O5P1,C17H35O5P,C17H35O5P1,C17H35O5P,FALSE,FALSE
381.18677785,C17H35O5P1S1,C17H35O5SP,C17H35O5P1S1,C17H35O5SP,FALSE,FALSE
413.158939365,C17H35O5P1S2,C17H35O5S2P,C17H35O5P1S2,C17H35O5S2P,FALSE,FALSE
393.21632714,C17H35O6N2P1,C17H35O6N2P,C17H35O6N2P1,C17H35O6N2P,FALSE,FALSE
425.187880673,C17H35O6N2P1S1,C17H35O6N2SP,C17H35O6N2P1S1,C17H35O6N2SP,FALSE,FALSE
421.221958888,C17H35O6N4P1,C17H35O6N4P,C17H35O6N4P1,C17H35O6N4P,FALSE,FALSE
365.210084784,C17H35O6P1,C17H35O6P,C17H35O6P1,C17H35O6P,FALSE,FALSE
397.181707111,C17H35O6P1S1,C17H35O6SP,C17H35O6P1S1,C17H35O6SP,FALSE,FALSE
429.153596094,C17H35O6P1S2,C17H35O6S2P,C17H35O6P1S2,C17H35O6S2P,FALSE,FALSE
409.210983462,C17H35O7N2P1,C17H35O7N2P,C17H35O7N2P1,C17H35O7N2P,FALSE,FALSE
437.217041732,C17H35O7N4P1,C17H35O7N4P,C17H35O7N4P1,C17H35O7N4P,FALSE,FALSE
381.205019989,C17H35O7P1,C17H35O7P,C17H35O7P1,C17H35O7P,FALSE,FALSE
413.176602371,C17H35O7P1S1,C17H35O7SP,C17H35O7P1S1,C17H35O7SP,FALSE,FALSE
445.14862687,C17H35O7P1S2,C17H35O7S2P,C17H35O7P1S2,C17H35O7S2P,FALSE,FALSE
425.20613555,C17H35O8N2P1,C17H35O8N2P,C17H35O8N2P1,C17H35O8N2P,FALSE,FALSE
453.212295546,C17H35O8N4P1,C17H35O8N4P,C17H35O8N4P1,C17H35O8N4P,FALSE,FALSE
397.199867195,C17H35O8P1,C17H35O8P,C17H35O8P1,C17H35O8P,FALSE,FALSE
429.171591632,C17H35O8P1S1,C17H35O8SP,C17H35O8P1S1,C17H35O8SP,FALSE,FALSE
441.200970252,C17H35O9N2P1,C17H35O9N2P,C17H35O9N2P1,C17H35O9N2P,FALSE,FALSE
469.207231255,C17H35O9N4P1,C17H35O9N4P,C17H35O9N4P1,C17H35O9N4P,FALSE,FALSE
413.19494336,C17H35O9P1,C17H35O9P,C17H35O9P1,C17H35O9P,FALSE,FALSE
445.166350834,C17H35O9P1S1,C17H35O9SP,C17H35O9P1S1,C17H35O9SP,FALSE,FALSE
477.138654842,C17H35O9P1S2,C17H35O9S2P,C17H35O9P1S2,C17H35O9S2P,FALSE,FALSE
476.172074963,C17H36O10N1P1S1,C17H36O10NSP,C17H36O10N1P1S1,C17H36O10NSP,FALSE,FALSE
472.206510489,C17H36O10N3P1,C17H36O10N3P,C17H36O10N3P1,C17H36O10N3P,FALSE,FALSE
492.167485859,C17H36O11N1P1S1,C17H36O11NSP,C17H36O11N1P1S1,C17H36O11NSP,FALSE,FALSE
488.201797759,C17H36O11N3P1,C17H36O11N3P,C17H36O11N3P1,C17H36O11N3P,FALSE,FALSE
540.134787475,C17H36O12N1P1S2,C17H36O12NS2P,C17H36O12N1P1S2,C17H36O12NS2P,FALSE,FALSE
492.184947325,C17H36O13N1P1,C17H36O13NP,C17H36O13N1P1,C17H36O13NP,FALSE,FALSE
556.128834214,C17H36O13N1P1S2,C17H36O13NS2P,C17H36O13N1P1S2,C17H36O13NS2P,FALSE,FALSE
520.190958816,C17H36O13N3P1,C17H36O13N3P,C17H36O13N3P1,C17H36O13N3P,FALSE,FALSE
508.180465746,C17H36O14N1P1,C17H36O14NP,C17H36O14N1P1,C17H36O14NP,FALSE,FALSE
536.18649922,C17H36O14N3P1,C17H36O14N3P,C17H36O14N3P1,C17H36O14N3P,FALSE,FALSE
348.231139812,C17H36O4N1P1,C17H36O4NP,C17H36O4N1P1,C17H36O4NP,FALSE,FALSE
364.226078017,C17H36O5N1P1,C17H36O5NP,C17H36O5N1P1,C17H36O5NP,FALSE,FALSE
392.23235323,C17H36O5N3P1,C17H36O5N3P,C17H36O5N3P1,C17H36O5N3P,FALSE,FALSE
380.220950223,C17H36O6N1P1,C17H36O6NP,C17H36O6N1P1,C17H36O6NP,FALSE,FALSE
396.215893428,C17H36O7N1P1,C17H36O7NP,C17H36O7N1P1,C17H36O7NP,FALSE,FALSE
412.210289587,C17H36O8N1P1,C17H36O8NP,C17H36O8N1P1,C17H36O8NP,FALSE,FALSE
428.205208803,C17H36O9N1P1,C17H36O9NP,C17H36O9N1P1,C17H36O9NP,FALSE,FALSE
456.211992067,C17H36O9N3P1,C17H36O9N3P,C17H36O9N3P1,C17H36O9N3P,FALSE,FALSE
459.211001925,C17H37O10N2P1,C17H37O10N2P,C17H37O10N2P1,C17H37O10N2P,FALSE,FALSE
487.217718151,C17H37O10N4P1,C17H37O10N4P,C17H37O10N4P1,C17H37O10N4P,FALSE,FALSE
431.205518189,C17H37O10P1,C17H37O10P,C17H37O10P1,C17H37O10P,FALSE,FALSE
463.177273621,C17H37O10P1S1,C17H37O10SP,C17H37O10P1S1,C17H37O10SP,FALSE,FALSE
495.149515729,C17H37O10P1S2,C17H37O10S2P,C17H37O10P1S2,C17H37O10S2P,FALSE,FALSE
475.206301334,C17H37O11N2P1,C17H37O11N2P,C17H37O11N2P1,C17H37O11N2P,FALSE,FALSE
503.21255555,C17H37O11N4P1,C17H37O11N4P,C17H37O11N4P1,C17H37O11N4P,FALSE,FALSE
447.200286928,C17H37O11P1,C17H37O11P,C17H37O11P1,C17H37O11P,FALSE,FALSE
479.171985235,C17H37O11P1S1,C17H37O11SP,C17H37O11P1S1,C17H37O11SP,FALSE,FALSE
511.143747367,C17H37O11P1S2,C17H37O11S2P,C17H37O11P1S2,C17H37O11S2P,FALSE,FALSE
523.17288637,C17H37O12N2P1S1,C17H37O12N2SP,C17H37O12N2P1S1,C17H37O12N2SP,FALSE,FALSE
463.194571279,C17H37O12P1,C17H37O12P,C17H37O12P1,C17H37O12P,FALSE,FALSE
495.167299365,C17H37O12P1S1,C17H37O12SP,C17H37O12P1S1,C17H37O12SP,FALSE,FALSE
527.139152345,C17H37O12P1S2,C17H37O12S2P,C17H37O12P1S2,C17H37O12S2P,FALSE,FALSE
507.196115915,C17H37O13N2P1,C17H37O13N2P,C17H37O13N2P1,C17H37O13N2P,FALSE,FALSE
539.16784504,C17H37O13N2P1S1,C17H37O13N2SP,C17H37O13N2P1S1,C17H37O13N2SP,FALSE,FALSE
511.162067176,C17H37O13P1S1,C17H37O13SP,C17H37O13P1S1,C17H37O13SP,FALSE,FALSE
523.190442543,C17H37O14N2P1,C17H37O14N2P,C17H37O14N2P1,C17H37O14N2P,FALSE,FALSE
555.163032857,C17H37O14N2P1S1,C17H37O14N2SP,C17H37O14N2P1S1,C17H37O14N2SP,FALSE,FALSE
495.184695366,C17H37O14P1,C17H37O14P,C17H37O14P1,C17H37O14P,FALSE,FALSE
527.156638052,C17H37O14P1S1,C17H37O14SP,C17H37O14P1S1,C17H37O14SP,FALSE,FALSE
511.179976532,C17H37O15P1,C17H37O15P,C17H37O15P1,C17H37O15P,FALSE,FALSE
543.151566118,C17H37O15P1S1,C17H37O15SP,C17H37O15P1S1,C17H37O15SP,FALSE,FALSE
559.146540378,C17H37O16P1S1,C17H37O16SP,C17H37O16P1S1,C17H37O16SP,FALSE,FALSE
335.235874895,C17H37O4P1,C17H37O4P,C17H37O4P1,C17H37O4P,FALSE,FALSE
367.207526253,C17H37O4P1S1,C17H37O4SP,C17H37O4P1S1,C17H37O4SP,FALSE,FALSE
399.179558768,C17H37O4P1S2,C17H37O4S2P,C17H37O4P1S2,C17H37O4S2P,FALSE,FALSE
407.243230715,C17H37O5N4P1,C17H37O5N4P,C17H37O5N4P1,C17H37O5N4P,FALSE,FALSE
351.2307961,C17H37O5P1,C17H37O5P,C17H37O5P1,C17H37O5P,FALSE,FALSE
383.202468513,C17H37O5P1S1,C17H37O5SP,C17H37O5P1S1,C17H37O5SP,FALSE,FALSE
415.174673028,C17H37O5P1S2,C17H37O5S2P,C17H37O5P1S2,C17H37O5S2P,FALSE,FALSE
395.231972661,C17H37O6N2P1,C17H37O6N2P,C17H37O6N2P1,C17H37O6N2P,FALSE,FALSE
427.203516424,C17H37O6N2P1S1,C17H37O6N2SP,C17H37O6N2P1S1,C17H37O6N2SP,FALSE,FALSE
423.237964191,C17H37O6N4P1,C17H37O6N4P,C17H37O6N4P1,C17H37O6N4P,FALSE,FALSE
367.225743306,C17H37O6P1,C17H37O6P,C17H37O6P1,C17H37O6P,FALSE,FALSE
399.19720171,C17H37O6P1S1,C17H37O6SP,C17H37O6P1S1,C17H37O6SP,FALSE,FALSE
431.169735289,C17H37O6P1S2,C17H37O6S2P,C17H37O6P1S2,C17H37O6S2P,FALSE,FALSE
411.226156341,C17H37O7N2P1,C17H37O7N2P,C17H37O7N2P1,C17H37O7N2P,FALSE,FALSE
439.232816007,C17H37O7N4P1,C17H37O7N4P,C17H37O7N4P1,C17H37O7N4P,FALSE,FALSE
383.220783319,C17H37O7P1,C17H37O7P,C17H37O7P1,C17H37O7P,FALSE,FALSE
415.19276073,C17H37O7P1S1,C17H37O7SP,C17H37O7P1S1,C17H37O7SP,FALSE,FALSE
447.164150606,C17H37O7P1S2,C17H37O7S2P,C17H37O7P1S2,C17H37O7S2P,FALSE,FALSE
427.221514529,C17H37O8N2P1,C17H37O8N2P,C17H37O8N2P1,C17H37O8N2P,FALSE,FALSE
455.227938352,C17H37O8N4P1,C17H37O8N4P,C17H37O8N4P1,C17H37O8N4P,FALSE,FALSE
399.215682015,C17H37O8P1,C17H37O8P,C17H37O8P1,C17H37O8P,FALSE,FALSE
431.187287295,C17H37O8P1S1,C17H37O8SP,C17H37O8P1S1,C17H37O8SP,FALSE,FALSE
443.21654655,C17H37O9N2P1,C17H37O9N2P,C17H37O9N2P1,C17H37O9N2P,FALSE,FALSE
475.188745503,C17H37O9N2P1S1,C17H37O9N2SP,C17H37O9N2P1S1,C17H37O9N2SP,FALSE,FALSE
471.222979469,C17H37O9N4P1,C17H37O9N4P,C17H37O9N4P1,C17H37O9N4P,FALSE,FALSE
415.210598711,C17H37O9P1,C17H37O9P,C17H37O9P1,C17H37O9P,FALSE,FALSE
447.182443313,C17H37O9P1S1,C17H37O9SP,C17H37O9P1S1,C17H37O9SP,FALSE,FALSE
479.154505913,C17H37O9P1S2,C17H37O9S2P,C17H37O9P1S2,C17H37O9S2P,FALSE,FALSE
510.160271584,C17H38O10N1P1S2,C17H38O10NS2P,C17H38O10N1P1S2,C17H38O10NS2P,FALSE,FALSE
474.222575098,C17H38O10N3P1,C17H38O10N3P,C17H38O10N3P1,C17H38O10N3P,FALSE,FALSE
526.154779814,C17H38O11N1P1S2,C17H38O11NS2P,C17H38O11N1P1S2,C17H38O11NS2P,FALSE,FALSE
490.216916347,C17H38O11N3P1,C17H38O11N3P,C17H38O11N3P1,C17H38O11N3P,FALSE,FALSE
542.14992735,C17H38O12N1P1S2,C17H38O12NS2P,C17H38O12N1P1S2,C17H38O12NS2P,FALSE,FALSE
522.20740826,C17H38O13N3P1,C17H38O13N3P,C17H38O13N3P1,C17H38O13N3P,FALSE,FALSE
510.196117275,C17H38O14N1P1,C17H38O14NP,C17H38O14N1P1,C17H38O14NP,FALSE,FALSE
558.162733014,C17H38O15N1P1S1,C17H38O15NSP,C17H38O15N1P1S1,C17H38O15NSP,FALSE,FALSE
554.196346273,C17H38O15N3P1,C17H38O15N3P,C17H38O15N3P1,C17H38O15N3P,FALSE,FALSE
542.186078785,C17H38O16N1P1,C17H38O16NP,C17H38O16N1P1,C17H38O16NP,FALSE,FALSE
350.246816334,C17H38O4N1P1,C17H38O4NP,C17H38O4N1P1,C17H38O4NP,FALSE,FALSE
366.241751725,C17H38O5N1P1,C17H38O5NP,C17H38O5N1P1,C17H38O5NP,FALSE,FALSE
382.23610406,C17H38O6N1P1,C17H38O6NP,C17H38O6N1P1,C17H38O6NP,FALSE,FALSE
414.208164711,C17H38O6N1P1S1,C17H38O6NSP,C17H38O6N1P1S1,C17H38O6NSP,FALSE,FALSE
430.203079971,C17H38O7N1P1S1,C17H38O7NSP,C17H38O7N1P1S1,C17H38O7NSP,FALSE,FALSE
426.237186255,C17H38O7N3P1,C17H38O7N3P,C17H38O7N3P1,C17H38O7N3P,FALSE,FALSE
446.197979231,C17H38O8N1P1S1,C17H38O8NSP,C17H38O8N1P1S1,C17H38O8NSP,FALSE,FALSE
442.23207707,C17H38O8N3P1,C17H38O8N3P,C17H38O8N3P1,C17H38O8N3P,FALSE,FALSE
430.220714542,C17H38O9N1P1,C17H38O9NP,C17H38O9N1P1,C17H38O9NP,FALSE,FALSE
462.192921492,C17H38O9N1P1S1,C17H38O9NSP,C17H38O9N1P1S1,C17H38O9NSP,FALSE,FALSE
458.227614077,C17H38O9N3P1,C17H38O9N3P,C17H38O9N3P1,C17H38O9N3P,FALSE,FALSE
489.233289957,C17H39O10N4P1,C17H39O10N4P,C17H39O10N4P1,C17H39O10N4P,FALSE,FALSE
509.193873629,C17H39O11N2P1S1,C17H39O11N2SP,C17H39O11N2P1S1,C17H39O11N2SP,FALSE,FALSE
505.227592479,C17H39O11N4P1,C17H39O11N4P,C17H39O11N4P1,C17H39O11N4P,FALSE,FALSE
525.188841916,C17H39O12N2P1S1,C17H39O12N2SP,C17H39O12N2P1S1,C17H39O12N2SP,FALSE,FALSE
521.22250909,C17H39O12N4P1,C17H39O12N4P,C17H39O12N4P1,C17H39O12N4P,FALSE,FALSE
509.211530512,C17H39O13N2P1,C17H39O13N2P,C17H39O13N2P1,C17H39O13N2P,FALSE,FALSE
541.183873742,C17H39O13N2P1S1,C17H39O13N2SP,C17H39O13N2P1S1,C17H39O13N2SP,FALSE,FALSE
525.206736561,C17H39O14N2P1,C17H39O14N2P,C17H39O14N2P1,C17H39O14N2P,FALSE,FALSE
557.178972631,C17H39O14N2P1S1,C17H39O14N2SP,C17H39O14N2P1S1,C17H39O14N2SP,FALSE,FALSE
573.17320079,C17H39O15N2P1S1,C17H39O15N2SP,C17H39O15N2P1S1,C17H39O15N2SP,FALSE,FALSE
589.168313125,C17H39O16N2P1S1,C17H39O16N2SP,C17H39O16N2P1S1,C17H39O16N2SP,FALSE,FALSE
397.22918303,C17H39O4N2P1S1,C17H39O4N2SP,C17H39O4N2P1S1,C17H39O4N2SP,FALSE,FALSE
409.258726811,C17H39O5N4P1,C17H39O5N4P,C17H39O5N4P1,C17H39O5N4P,FALSE,FALSE
429.219391175,C17H39O6N2P1S1,C17H39O6N2SP,C17H39O6N2P1S1,C17H39O6N2SP,FALSE,FALSE
425.253579326,C17H39O6N4P1,C17H39O6N4P,C17H39O6N4P1,C17H39O6N4P,FALSE,FALSE
445.214074908,C17H39O7N2P1S1,C17H39O7N2SP,C17H39O7N2P1S1,C17H39O7N2SP,FALSE,FALSE
441.248432142,C17H39O7N4P1,C17H39O7N4P,C17H39O7N4P1,C17H39O7N4P,FALSE,FALSE
429.237122539,C17H39O8N2P1,C17H39O8N2P,C17H39O8N2P1,C17H39O8N2P,FALSE,FALSE
461.209014168,C17H39O8N2P1S1,C17H39O8N2SP,C17H39O8N2P1S1,C17H39O8N2SP,FALSE,FALSE
457.243268958,C17H39O8N4P1,C17H39O8N4P,C17H39O8N4P1,C17H39O8N4P,FALSE,FALSE
445.232253561,C17H39O9N2P1,C17H39O9N2P,C17H39O9N2P1,C17H39O9N2P,FALSE,FALSE
473.238446558,C17H39O9N4P1,C17H39O9N4P,C17H39O9N4P1,C17H39O9N4P,FALSE,FALSE
492.232712489,C17H40O11N3P1,C17H40O11N3P,C17H40O11N3P1,C17H40O11N3P,FALSE,FALSE
524.222111412,C17H40O13N3P1,C17H40O13N3P,C17H40O13N3P1,C17H40O13N3P,FALSE,FALSE
428.253303174,C17H40O7N3P1,C17H40O7N3P,C17H40O7N3P1,C17H40O7N3P,FALSE,FALSE
444.247801289,C17H40O8N3P1,C17H40O8N3P,C17H40O8N3P1,C17H40O8N3P,FALSE,FALSE
491.248804728,C17H41O10N4P1,C17H41O10N4P,C17H41O10N4P1,C17H41O10N4P,FALSE,FALSE
507.243291541,C17H41O11N4P1,C17H41O11N4P,C17H41O11N4P1,C17H41O11N4P,FALSE,FALSE
523.238120105,C17H41O12N4P1,C17H41O12N4P,C17H41O12N4P1,C17H41O12N4P,FALSE,FALSE
539.233548189,C17H41O13N4P1,C17H41O13N4P,C17H41O13N4P1,C17H41O13N4P,FALSE,FALSE
571.222878233,C17H41O15N4P1,C17H41O15N4P,C17H41O15N4P1,C17H41O15N4P,FALSE,FALSE
587.21786019,C17H41O16N4P1,C17H41O16N4P,C17H41O16N4P1,C17H41O16N4P,FALSE,FALSE
